textid	text	condition	target
90	this summer's gonna hurt like a motherfucker fucker this summer's gonna hurt like a motherfucker fucker   her body's hot her body's like the summer i'm in a trance or something her mind is not no as sharp as all her diamonds she must be smoking something  pre i see her dancing in the streets sipping champagne on the beach so expensive when she eats 'cause she's so fancy i see her when i go to sleep i check my phone when i am weak she never posts anything deep 'cause she's so fancy   this summer's gonna hurt like a motherfucker fucker this summer's gonna hurt like a motherfucker fucker   she wants it all she's always taking something and now i'm left with nothing i'm ripping off oh i'm ripping off that bandage because i just can't stand it  pre i see her dancing on a fool like she's seventeen and cool she really thinks that she can move but it's just nasty i see her when i go to sleep i check my phone when i am weak she never posts anything deep 'cause she's so fancy   this summer's gonna hurt like a motherfucker fucker this summer's gonna hurt like a motherfucker fucker  post has to have it all chases every star she's so popular has to have it all chases every star she's so popular oh   this summer's gonna hurt it's gonna hurt  pre i see her dancing in the street sipping champagne on the beach so expensive when she eats 'cause she's so fancy 'cause she's so fancy   this summer's gonna hurt like a motherfucker fucker this summer's gonna hurt like a motherfucker fucker this summer's gonna hurt like a motherfucker fucker this summer's gonna hurt like a motherfucker fucker   this summer's gonna hurt like a motherfucker	1	2
91	you build me up you knock me down provoke a smile and make me frown you are the queen of runaround you know it's true   you chew me up and spit me out enjoy the taste i leave in your mouth you look at me i look at you neither of us know what to do   there may not be another way to your heart so i guess i'd better find a new way in i shiver when i hear your name i think about you but it's not the same i won't be satisfied 'till i'm under your skin   immobilized by the thought of you paralyzed by the sight of you hypnotized by the words you say not true but i believe them anyway  4 so come to bed it's getting late there's no more time for us to waste remember how my body tastes you feel your heart begin to race   there may not be another way to your heart so i guess i'd better find a new way in i shiver when i hear your name i think about you but it's not the same i won't be satisfied 'till i'm under your skin   break   there may not be another way to your heart so i guess i'd better find a new way in i shiver when i hear your name i think about you but it's not the same i won't be satisfied 'till i'm under your skin	1	2
92	ahooh ahooh   adam levine i haven't seen a smile from you in  weeks you just wanna be my friend not married to me but why you gotta be so mean why you gotta be so mean i refuse to welcome you if you're gonna be like this   adam levine be nice do it nice or do it twice you ain't 'bout to go wonderin' round my house bein' mean to my other friends who were invited to this party nights like this are ruined by you you can't stop just this once   melanie martinez the reason i'm bbbeing like this is to just butt into this party i am a party ruiner don't expect me to bе nice you're going to get pushеd and shoved   adam levine be nice do it nice or do it twice you ain't 'bout to go wonderin' round my house bein' mean to my other friends who were invited to this party nights like this are ruined by you you can't stop just this once   adam levine not gonna call you until not gonna call you until not gonna call you until you can be nice   adam levine be nice do it nice or do it twice you ain't 'bout to go wonderin' round my house bein' mean to my other friends who were invited to this party nights like this are ruined by you you can't stop just this once	1	2
93	drop bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories bring back memories memories	1	2
94	watch the sunrise say your goodbyes off you go some conversation no contemplation hit the road   car overheats jump out of my seat on the side of the highway baby our road is long your hold is strong please don't ever let go oh no   i know i don't know you but i want you so bad everyone has a secret but can they keep it oh no they can't   i'm driving fast now don't think i know how to go slow oh where you at now i feel around there you are  4 cool these engines calm these jets i ask you how hot can it get and as you wipe off beads of sweat slowly you say i'm not there yet   i know i don't know you but i want you so bad everyone has a secret but can they keep it oh no they can't  scatting   i know i don't know you i know i don't know you but i want you so bad everyone has a secret but can they keep it oh no they can't that was dope	1	2
95	ooh   danced all night slept all day careless with my heart again fearless when it comes to playing games you dont cry you dont care afraid to have a love affair is that your ghost or are you really there   now i cant walk i cant talk anymore since you walked out the door and now im stuck living out that night again im not falling apart   i heard you say you needed me now whats the problem i cant see you destroyed me i wont fall apart again im not falling apart take what you wanted i will be just fine you will be better off alone at night   danced all night slept all day careless with my heart again fearless when it comes to playing games you dont cry you dont care afraid to have a love affair is that your ghost or are you really there  drop   now i cant walk i cant talk anymore since you walked out the door and now im stuck living out that night again im not falling apart   i heard you say you needed me now whats the problem i cant see you destroyed me i wont fall apart again im not falling apart take what you wanted i will be just fine you will be better off alone at night waiting and falling constantly calling out your name will it ever change   now i cant walk i cant talk anymore since you walked out the door and now im stuck living out that night again im not falling apart   i heard you say you needed me now whats the problem i cant see you destroyed me i wont fall apart again im not falling apart ooh	1	2
96	i don't feel as if i know you you take up all my time the days are long and the nights will throw you away coz the sun don't shine nobody ever mentions the weather can make or break your day nobody ever seems to remember life is a game we play  we live in the shadows and we had the chance and threw it away and it's never gonna be the same cos the years are falling by like the rain and it's never gonna be the same 'til the life i knew comes to my house and says hello  there ain't no sense in feeling lonely they got no faith in you but i've got a feeling you still owe me  so wipe the shit from your shoes nobody ever mentions the weather can make or break your day nobody ever seems to remember life is a game we play  we live in the shadows and we had the chance and threw it away and it's never gonna be the same cos the years are falling by like the rain and it's never gonna be the same 'til the life i knew comes to my house and says hello hello says it's good to be back good to be back hello hello says it's good to be back good to be back hello hello says it's good to be back good to be back  hello hello hello	1	2
97	i was so high i did not recognize the fire burning in her eyes the chaos that controlled my mind whispered goodbye as she got on a plane never to return again but always in my heart   this love has taken its toll on me she said goodbye too many times before and her heart is breaking in front of me and i have no choice 'cause i won't say goodbye anymore   i tried my best to feed her appetite keep her coming every night so hard to keep her satisfied oh keep playing love like it was just a game pretending to feel the same then turn around and leave again   this love has taken its toll on me she said goodbye too many times before and her heart is breaking in front of me and i have no choice 'cause i won't say goodbye anymore   i'll fix these broken things repair your broken wings and make sure everything's alright it's alright it's alright my pressure on your hips sinking my fingertips into every inch of you 'cause i know that's what you want me to do   this love has taken its toll on me she said goodbye too many times before and her heart is breaking in front of me and i have no choice 'cause i won't say goodbye anymore this love has taken its toll on me she said goodbye too many times before and my heart is breaking in front of me she said goodbye too many times before this love has taken its toll on me she said goodbye too many times before and her heart is breaking in front of me and she will be loved this love has taken its toll on me she said goodbye too many times before and she will be loved and her heart is breaking in front of me	1	2
98	oh yeah oh yeah so scared of breaking it that you won't let it bend and i wrote two hundred letters i will never send sometimes these cuts are so much deeper than they seem you'd rather cover up i'd rather let them bleed so let me be and i'll set you free  i am in misery there ain't nobody who can comfort me oh yeah why won't you answer me the silence is slowly killing me oh yeah girl you really got me bad you really got me bad now i'm gonna get you back i'm gonna get you back  your salty skin and how it mixes in with mine the way it feels to be completely intertwined not that i didn't care it's that i didn't know it's not what i didn't feel it's what i didn't show so let me be i'll set you free  i am in misery there ain't nobody who can comfort me oh yeah why won't you answer me the silence is slowly killing me oh yeah girl you really got me bad you really got me bad now i'm gonna get you back i'm gonna get you back  you say your faith is shaken and you may be mistaken you keep me wide awake and waiting for the sun i'm desperate and confused so far away from you i'm getting near i don't care where i have to run  why do you do what you do to me yeah why won't you answer me answer me yeah why do you do what you do to me yeah why won't you answer me answer me yeah  i am in misery there ain't nobody who can comfort me oh yeah why won't you answer me the silence is slowly killing me oh yeah girl you really got me bad you really got me bad now i'm gonna get you back i'm gonna get you back  girl you really got me bad you really got me bad now i'm gonna get you back i'm gonna get you back  girl you really got me bad you really got me bad now i'm gonna get you back i'm gonna get you backfade	1	2
99	disorted voice   im sick of picking the pieces and secondguessing my reasons why you dont trust me why must we do this to one another we are just passionate lovers with trouble under the covers nothing worse than when you know that its over  distorted voice  pre i just need a little of your time a little of your time to say the words i never said just need a little of your time a little of your time to show you that i am not dead   please dont leave stay in bed touch my body instead gonna make you feel it can you still feel it  pre i just need a little of your time a little of your time to say the words i never said  distorted voice   well ive got nothing to hide dip down and come for a ride embrace a devil so sly you cannot hear 'em coming cause my defenses are weak i have no breath left to speak so take the evidence and bury it somewhere  distorted voice  pre i just need a little of your time a little of your time to say the words i never said just need a little of your time a little of your time to show you that i am not dead   please dont leave stay in bed touch my body instead gonna make you feel it can you still feel it  pre i just need a little of your time a little of your time to say the words i never said  distorted voice   oh my i dont mind being the other guy nice try for these games i do not have the time if you want me call me come and take a risk kiss me somewhere deep below the surface  pre i just need a little of your time a little of your time to say the words i never said just need a little of your time a little of your time to show you that i am not dead   please dont leave stay in bed touch my body instead gonna make you feel it can you still feel it  pre i just need a little of your time a little of your time to say the words i never said said said  distorted voice	1	2
100	where you are seems to be as far as an eternity outstretched arms open hearts and if it never ends then when do we start  i'll never leave you behind or treat you unkind i know you understand and with a tear in my eye give me the sweetest goodbye that i ever did receive  pushing forward and arching back bring me closer to heart attack say goodbye and just fly away when you come back i have something to say  how does it feel to know you'll never have to be alone when you get home there must be someplace here that only you and i could go so i can show you how i  dream away everyday try so hard to disregard the rhythm of the rain that drops and coincides with the beating of my heart  i'll never leave you behind or treat you unkind and i know you understand and with a tear in my eye give me the sweetest goodbye that i ever ever ever did receive  pushing forward and arching back bring me closer to heart attack say goodbye and just fly away when you come back i have something to say  how does it feel to know you'll never have to be alone when you get home there must be someplace here that only you and i could go so i can show you how i feel feel feel feel  pushing forward and arching back bring me closer to heart attack  how does it feel to know you'll never have to be alone when you get home there must be someplace here that only you and i could go so i can show you how i feel feel feel feel there must be someplace here that only you and i could go so i can show you how i feel	1	2
101	i don't feel as if i know you you take up all my time the days are long and the night will throw you away coz the sun don't shine nobody ever mentions the weather can make or break your day nobody ever seems to remember life is a game we play  we live in the shadows and we had the chance and threw it away and it's never gonna be the same cos the years are following by like the rain and it's never gonna be the same 'til the life i knew comes to my house and says hello  there ain't no sense in feeling lonely they got no faith in you but i've got a feeling you still owe me so wipe the shit from your shoes nobody ever mentions the weather can make or break your day nobody ever seems to remember life is a game we play  we live in the shadows and we had the chance and threw it away and it's never gonna be the same cos the years are following by like the rain and it's never gonna be the same 'til the life i knew comes to my house and says hello  hello hello hello hello it's good to be back	1	2
102	cross shorty when i meet ya daddy gotta freak ya you can be my teacher hit me on my beeper hey you got your freakum dress on spaghetti strap stilleto coup look yellow oh no kid cross gon' blow the girls say i'm too fly no i'm not a good guy party with maroon 5 sour got me redeye oh i'm a rockstar baby   adam levine now as the summer fades i let you slip away you say i'm not your type but i can make you sway sway it makes you burn to learn you're not the only one oh i'd let you be if you put down your blazing gun  pre adam levine now you've gone somewhere else far away i don't know if i will find you find you find you but you feel my breath on your neck can't believe i'm right behind you right behind you   adam levine 'cause you keep me coming back for more and i feel a little better than i did before oh if i never see your face again i don't mind 'cause we got much further than i thought we'd get tonight  post swizz beatz this is the remix everybody to the dance floor right now showtime   adam levine sometimes you move so well it's hard not to give in i'm lost i can't tell where you end and i begin it makes me burn to learn you're with another man i wonder if he's half the lover that i am  pre adam levine now you've gone somewhere else far away i don't know if i will find you find you find you but you feel my breath on your neck can't believe i'm right behind you right behind you   adam levine 'cause you keep me coming back for more and i feel a little better than i did before if i never see your face again i don't mind 'cause we got much further than i thought we'd get tonight   adam levine baby baby please believe me find it in your heart to reach me promise not to leave me behind promise not to leave me behind take me down but take it easy make me think but don't deceive me torture me by taking your time talk to me   adam levine 'cause you keep me coming back for more and i feel a little better than i did before and if i never see your face again i don't mind 'cause we got much further than i thought we'd get tonight  post swizz beatz in the visuals maroon 5 swizzy beats   adam levine keep me coming back for more and i feel a little better than i did before if i never see your face again i don't mind 'cause we got much further than i thought we'd get tonight   swizz beatz bounce hands up hands up hands up hands up hands up hhhands up	1	2
103	you left me hanging from the thread we once swung from together i lick my wounds but i can never see them getting better something's gotta change things cannot stay the same   you make me think of someone wonderful but i can't place her i wake up every morning wishing one more time to face her something's gotta change it must be rearranged oh   i'm sorry i did not mean to hurt my little girl it's beyond me i cannot carry the weight of the heavy world so goodnight goodnight goodnight goodnight goodnight hope that things work out alright yeah oh oh oh oh oh oh   so much to love so much to learn but i won't be there to teach you oh i know i can't be close but i'll try my best to reach you   i'm sorry i did not mean to hurt my little girl it's beyond me i cannot carry the weight of the heavy world i'm sorry i did not mean to hurt my little girl it's beyond me i cannot carry the weight of the heavy world so goodnight goodnight goodnight goodnight goodnight goodnight goodnight goodnight goodnight goodnight goodnight goodnight goodnight hope that things work out alright oh oh oh oh oh oh	1	2
104	beauty queen of only eighteen she had some trouble with herself he was always there to help her she always belonged to someone else i drove for miles and miles and wound up at your door i've had you so many times but somehow i want more   i don't mind spending every day out on your corner in the pouring rain look for the girl with the broken smile ask her if she wants to stay a while and she will be loved and she will be loved   tap on my window knock on my door i want to make you feel beautiful i know i tend to get so insecure doesn't matter anymore it's not always rainbows and butterflies it's compromise that moves us along yeah my heart is full and my door's always open you come any time you want yeah   i don't mind spending every day out on your corner in the pouring rain look for the girl with the broken smile ask her if she wants to stay a while and she will be loved and she will be loved and she will be loved and she will be loved   i know where you hide alone in your car know all of the things that make you who you are i know that goodbye means nothing at all comes back and makes me catch her every time she falls yeah tap on my window knock on my door i want to make you feel beautiful   i don't mind spending every day out on your corner in the pouring rain oh look for the girl with the broken smile ask her if she wants to stay a while and she will be loved and she will be loved and she will be loved and she will be loved   fading out i don't mind spending every day out on your corner in the pouring rain oh i don't mind spending every day out on your corner in the pouring rain	1	2
105	this this she said goodbye this this   this love this love has taken its toll this love this love has taken its toll this love this love has taken its toll this love she said goodbye too many times before   i'll fix these broken things repair your broken wings i'll fix these broken things repair your broken wings i'll fix these broken things taken its toll repair your broken wings i'll fix these broken things taken its toll repair your broken wings taken its toll   this love this love has taken its toll this love this love has taken its toll taken its toll	1	2
106	if i be so inclined to climb up beside you would you tell me that the time just isn't right and if i should ever find the key you hide so well will you tell me that i can spend the night    leaving your smell on my coat leaving your taste on my shoulder i still fail to understand what it is about this woman yeah oh   if i could bottle up the chills that you give me i would keep them in a jar next to my bed and if i should ever draw a picture of a woman it is you that would come flowing from my pen    leaving the clothes on the floor making me walk out the door walking and i still fail to understand what it is about this woman   helplessly melting as i stand next to the sun as she burns me i am screaming out for more drink every drop of liquid heat that i've become pop me open spill me out onto the floor    leaving your smell on my coat leaving your taste on my shoulder i still fail to understand fail to understand leaving your smell on my coat leaving your taste on my shoulder i still fail to understand what it is about this woman	1	2
107	adam levine now as the summer fades i let you slip away you say i'm not your type but i can make you sway it makes you burn to learn you're not the only one i'd let you be if you put down your blazing gun  pre rihanna  adam levine now you've gone somewhere else far away i don't know if i will find you find you find you but you feel my breath on your neck can't believe i'm right behind you right behind you   adam levine rihanna both 'cause you keep me coming back for more coming back for more and i feel a little better than i did before if i never see your face again i don't mind 'cause we got much further than i thought we'd get tonight   rihanna  adam levine sometimes you move so well it's hard not to give in i'm lost i can't tell where you end and i begin it makes you burn to learn i'm with another man i wonder if he's half the lover that i am  pre adam levine  rihanna now you've gone somewhere else far away i don't know if i will find you find you find you but you feel my breath on your neck can't believe i'm right behind you right behind you   adam levine  rihanna 'cause you keep me coming back for more coming back for more and i feel a little better than i did before if i never see your face again i don't mind 'cause we got much further than i thought we'd get tonight 'cause you keep me coming back for more coming back for more and i feel a little better than i did before if i never see your face again i don't mind 'cause we got much further than i thought we'd get tonight 'cause we got much further than i thought we'd get tonight get tonight   adam levine  rihanna baby baby please believe me find it in your heart to reach me promise not to leave me behind promise not to leave me behind take me down but take it easy make me think but don't deceive me torture me by taking your time   rihanna with adam levine 'cause you keep me coming back for more and i feel a little better than i did before if i never see your face again i don't mind 'cause we got much further than i thought we'd get tonight talk to me yeah talk to me   adam levine rihanna adam levine  rihanna keep me coming back for more coming back for more and i feel a little better than i did before did before if i never see your face again i don't mind 'cause we got much further than i thought we'd get tonight	1	2
108	oh hey oh oh hey oh oh oh hey uh oh uh oh   adam levine i don't wanna know know know know who's taking you home home home home and loving you so so so so the way i used to love you no i don't wanna know know know know who's taking you home home home home and loving you so so so so the way i used to love you oh i don't wanna know   adam levine wasted wasted and the more i drink the more i think about you oh no no i can't take it baby every place i go reminds me of you  pre adam levine do you think of me of what we used to be is it better now that i'm not around my friends are actin' strange they don't bring up your name are you happy now are you happy now   adam levine i don't wanna know know know know who's taking you home home home home and loving you so so so so the way i used to love you no i don't wanna know know know know who's taking you home home home home and loving you so so so so the way i used to love you oh i don't wanna know   adam levine and every time i go out yeah i hear it from this one i hear it from that one that you got someone new yeah i see but don't believe it even in my head you're still in my bed maybe i'm just a fool  pre adam levine do you think of me of what we used to be what we used to be is it better now that i'm not around that i'm not around my friends are actin' strange they don't bring up your name are you happy now are you happy now   adam levine i don't wanna know know know know who's taking you home home home home and loving you so so so so the way i used to love you no i don't wanna know know know know who's taking you home home home home and loving you so so so so the way i used to love you oh i don't wanna know oh hey   kendrick lamar no more please stop no more hashtag boo'd up screenshots no more tryin' make me jealous on your birthday you know just how i made you better on your birthday oh do he do you like this do he woo you like this do he lay it down for you touch your poona like this matter fact never mind we'll let the past be may be his right now but your body's still me whoa   adam levine i don't wanna know know know know who's taking you home home home home and loving you so so so so the way i used to love you no i don't wanna know know know know who's taking you home home home home and loving you so so so so the way i used to love you oh i don't wanna know know know know who's taking you home home home home and loving you so so so so the way i used to love you oh the way i used to love you i don't wanna know know know know who's taking you home home home home and loving you so so so so the way i used to love you oh i don't wanna know   oh hey oh oh hey oh oh oh hey uh oh uh oh	1	2
109	making love to a picture frame one more time tonight you can tell by the lines in her smile something is not right where are you hiding she's on the outside i'm on the inside crying just another crazy boy hungry for your hot love wrap yourself around me like a warm glove the emptiness leaves me and i feel the never need to go back to the way i was the way i was i've tried and tried and tried and tried but i've no concept of consequence and i'm a master of self defense days get longer life gets shorter she rips me like no other so oh dripping from head to toe where are you hiding she's on the outside i'm on the inside crying hot love wrap yourself around me like a warm glove the emptiness leaves me and i feel the never need to go back to the way i was the way i was hot love wrap yourself around me like a warm glove the emptiness leaves me and i feel the never need to go back to the way i was the way i was and i can't make the same mistake if you lose my love it was yours to take break down your door take a little more when i need you around and i'm so terrified of leaving it's a new low try and pick me up again but let go see how far i get without you desperately need more of your hot love wrap yourself around me like a warm glove the emptiness leaves me and i feel the never need to go back to the way i was the way i was hot love wrap yourself around me like a warm glove the emptiness leaves me and i feel the never need to go back to the way i was the way i was	1	2
110	i just need a little of your time a little of your time to say the words i never said just need a little of your time a little of your time to show you that i am not dead i just need a little of your time a little of your time to say the words i never said i just need a little of your time a little of your time to show you that i am not dead i just need a little of your time a little of your time to say the words i never said i just need i just need a little of your time i just need a little of your time a little of your time to say the words i never said i just need a little of your time a little of your time to show you that i am not dead i just need a little of your time a little of your time to say the words i never said i just need a little of your time a little of your time to show you that i am not dead i just need a little of your time a little of your time to say the words i never said said said	1	2
111	you build me up you knock me down provoke a smile and make me frown you are the queen of runaround you know it's true   you chew me up and spit me out enjoy the taste i leave in your mouth you look at me i look at you neither of us know what to do   there may not be another way to your heart so i guess i'd better find a new way in i shiver when i hear your name think about you but it's not the same i won't be satisfied 'till i'm under your skin   immobilized by the thought of you paralyzed by the sight of you hypnotized by the words you say not true but i believe them anyway  4 so come to bed it's getting late there's no more time for us to waste remember how my body tastes you feel your heart begin to race   there may not be another way to your heart so i guess i'd better find a new way in i shiver when i hear your name think about you but it's not the same i won't be satisfied 'till i'm under your skin   break   there may not be another way to your heart so i guess i'd better find a new way in i shiver when i hear your name think about you but it's not the same i won't be satisfied 'till i'm under your skin there may not be another way to your heart so i guess i'd better find a new way in i shiver when i hear your name think about you but it's not the same i won't be satisfied 'till i'm under your skin	1	2
112	baby i want the christmas spirit we all want it just like snow snow like snow now  we all want the spirit even though we sin just like snow snow like snow now  baby i   we just want the spirit please 'cause we sin but we just want it please give it to us  we just want it 'cause we know that sin is wrong wrong wrong wrong  give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it  baby i want the christmas spirit we all want it just like snow snow like snow now  we all want the spirit even though we sin just like snow snow like snow now  baby i  we all just want it sin must shoo away the spirit is cool  if we don't get it then all of sin will defeat us  give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it give it  baby i want the christmas spirit we all want it just like snow snow like snow now  we all want the spirit even though we sin just like snow snow like snow now  baby i  we all want it not joking get it be good santa won't mind mind mind   yea yea yea  we all want it not joking get it be good santa won't mind mind mind  yooo woaoaoaoaoaoaoaoh woaoaoaoaoaoaoaoh  just like snow snow like snow now just like snow snow like snow now   yeaaaaaaaaaaaaaaah  baby i want the christmas spirit we all want it just like snow snow like snow now  we all want the spirit even though we sin just like snow snow like snow now  baby i  we all want it not joking get it be good santa won't mind mind mind   yea yea yea   we all want it not joking get it be good santa won't mind mind mind   yea yea yeaah	1	2
113	i was so high i did not recognize the fire burning in her eyes the chaos that controlled my mind whispered goodbye as she got on a plane never to return again but always in my heart  oh this love has taken its toll on me she said goodbye too many times before and her heart is breakin' in front of me and i have no choice 'cause i won't say goodbye anymore whoa whoa whoa  i tried my best to feed her appetite keep her coming every night so hard to keep her satisfied oh kept playing love like it was just a game pretending to feel the same then turn around and leave again  but uhoh this love has taken its toll on me she said goodbye too many times before and her heart is breakin' in front of me and i have no choice 'cause i won't say goodbye anymore whoa whoa whoa  i'll fix these broken things repair your broken wings and make sure everything's all right it's all right it's all right my pressure on your hips i'm sinking my fingertips into every inch of you 'cause i know that's what you want me to do  this love has taken its toll on me she said goodbye too many times before her heart is breakin' in front of me and i have no choice 'cause i won't say goodbye anymore  this love has taken its toll on me she said goodbye too many times before and my heart is breakin' in front of me she said goodbye too many times before  this love has taken its toll on me she said goodbye too many times before her heart is breakin' in front of me but i have no choice 'cause i won't say goodbye anymore	1	2
114	it might seem crazy what i'm 'bout to say sunshine she's here you can take a break yeah hot air balloon that could go to space yeah with the air like i don't care baby by the way   because i'm happy clap along if you feel like a room without a roof yeah because i'm happy clap along if you feel happiness is the truth because i'm happy clap along if you know what happiness is to you ohh because i'm happy clap along if you feel that's what you wanna do   here come bad news talking this and that yeah uh well give me all you got baby don't hold it back yeah well i should probably warn ya i'll be just fine mmm no offense to you dont waste your time here's why   because i'm happy clap along if you feel like a room without a roof ohohoh because i'm happy clap along if you feel happiness is the truth oh because i'm happy clap along if you know what happiness is to you because i'm happy clap along if you feel that's what you wanna do   bring me down can't nothing bring me down my level's too high to bring me down can't nothing bring me down oh   because i'm happy clap along if you feel like a room without a roof yeah because i'm happy clap along if you feel happiness is the truth because i'm happy clap along if you know what happiness is to you because i'm happy clap along if you feel that's what you wanna do because i'm happy yeah yeah yeah yeah yeah yeah yeah because i'm happy yeah yeah yeah yeah yeah	1	2
115	sunday morning rain is falling steal some covers share some skin clouds are shrouding us in moments unforgettable you twist to fit the mold that i am in but things just get so crazy living life gets hard to do and i would gladly hit the road get up and go if i knew that someday it would lead me back to you that someday it would lead me back to you that may be all i need in darkness she is all i see come and rest your bones with me driving slow on sunday morning and i never want to leave fingers trace your every outline paint a picture with my hands back and forth we sway like branches in a storm change the weather still together when it ends that may be all i need in darkness she is all i see come and rest your bones with me driving slow on sunday morning and i never want to leave but things just get so crazy living life gets hard to do sunday morning rain is falling and i'm calling out to you singing someday it'll bring me back to you find a way to bring myself back home to you that may be all i need in darkness she is all i see come and rest your bones with me driving slow on sunday morning driving slow it's flower in your hair i'm a flower in your hair	1	2
116	baby i'm preying on you tonight hunt you down eat you alive just like animals animals like animalsmals maybe you think that you can hide i can smell your scent from miles just like animals animals like animalsmals baby i'm hey   so what you trying to do to me hey it's like we can't stop we're enemies hey but we get along when i'm inside you yeah hey you're like a drug that's killing me hey i cut you out entirely hey but i get so high when i'm inside you  pre yeah you can start over you can run free hey you can find other fish in the sea hey you can pretend it's meant to be hey but you can't stay away from me i can still hear you making that sound hey taking me down rolling on the ground hey you can pretend that it was me but no oh hey   baby i'm preying on you tonight hunt you down eat you alive just like animals animals like animalsmals maybe you think that you can hide i can smell your scent from miles just like animals animals like animalsmals baby i'm hey   so if i run it's not enough hey you're still in my head forever stuck hey so you can do what you wanna do yeah hey i love your lies i'll eat 'em up hey but don't deny the animal hey that comes alive when i'm inside you  pre yeah you can start over you can run free hey you can find other fish in the sea hey you can pretend it's meant to be but you can't stay away from me i can still hear you making that sound hey taking me down rolling on the ground hey you can pretend that it was me but no oh hey   baby i'm preying on you tonight hunt you down eat you alive just like animals animals like animalsmals maybe you think that you can hide i can smell your scent from miles just like animals animals like animalsmals baby i'm   don't tell no lie lie lie lie you can't denynynyny the beast inside sisiside yeah yeah yeah no girl don't lie lie lie lie no no don't lie you can't denynynyny you can't deny the beast inside sisiside yeah yeah yeah yooh oh oh oh oh oh oh just like animals animals like animalsmals hey hey just like animals animals like animalsmals oww yeah yeah yeah   baby i'm preying on you tonight hunt you down eat you alive just like animals animals like animalsmals maybe you think that you can hide i can smell your scent from miles just like animals animals like animalsmals baby i'm   don't tell no lie lie lie lie you can't denynynyny the beast inside sisiside yeah yeah yeah no girl don't lie lie lie lie no no don't lie you can't denynynyny you can't deny the beast inside sisiside yeah yeah yeah	1	2
117	adam levine cold enough to chill my bones it feels like i don't know you anymore i don't understand why you're so cold to me with every breath you breathe i see there's something going on i don't understand why you're so cold   adam levine are we taking time or a time out i can't take the inbetween asking me for space here in my house you know how to f with me acting like we're not together after everything that we've been through sleeping up under the covers how am i so far away from you   adam levine cold enough to chill my bones it feels like i don't know you anymore i don't understand why you're so cold to me with every breath you breathe i see there's something going on i don't understand why you're so cold i don't understand why you're so cold  post adam levine whoa yeah whoa yeah i don't understand why you're so cold    adam levine what you holdin' on holdin' on for if you wanna leave just leave why you wanna bite your tongue for the silence is killing me acting like we're not together if you don't want this then what's the use sleeping up under the covers how am i so far away from you   adam levine cold enough to chill my bones it feels like i don't know you anymore i don't understand why you're so cold to me with every breath you breathe i see there's something going on i don't understand why you're so cold i don't understand why you're so cold    future  adam levine never thought that you were like this i took the tag off and made you priceless i just spent half a mill' on a chandelier now you tryna cut me off like a light switch yeah tryna stay in our league saying that you need some time to breathe thinking that i'm sleeping on the fourletter word but the fourletter word don't sleep we goin' two separate ways you ain't been actin' the same you gotta go girl where your heart used to be you golddig every day i switched the fourdoor to the twodoor 'cause i can't let my driver hear what you say girl i tried to give you space baby tell me how did you get so cold   adam levine cold enough to chill my bones it feels like i don't know you anymore i don't understand why you're so cold to me with every breath you breathe i see there's something going on i don't understand why you're so cold  post adam levine whoa yeah whoa yeah i don't understand why you're so cold	1	2
118	i'm the one you're gonna take from the following poisons and i can't poison you 'cause if i did i'd get sued  can you tell me who i am i've been wondering so can you i have to get the airs on me so why'd you even glare   hands up hands up hands down hands down sands flying around the airship requires towns  so i'm coming down the path hands up hands down everyone's getting the sound   would be glad to tell you this i'm in for seeing miss persia infamous teaming against the tip  i'm so annoyed now 'cause you are all around and editing skills they say down downtown   hands up hands up hands down hands down sands flying around the airship requires towns  so i'm coming down the path hands up hands down everyone's getting the sound   and as i feel the feelings you collected i'm caught up with my name it says to me oh day oh day as we try again and fade away	1	2
119	cold enough to chill my bones it feels like i don't know you anymore i don't understand why you're so  look i don't mean to be the bad guy but some would say that the shoes fit and i been chewing on hearts like beef jerkey so i got a lil stuck and i think i need a tooth pick fall fast and hard like i'm an aston martin off a cliff at dark but i'm in at a bargain cause you ain't ever met another like me young v cd make you go retarded i'm lyrically proficient when i'm driving the rhythm but i won't let you up inside you might need an incision to see the corners of my mind that i often exist in you want the pieces of my pie gotta make a decision 'cause i been fizzing off the top like a soda been shook and i been pennin' down my thoughts till i'm out of the books used to talk about the thots ain't give 'em a look now listen to my hook now  cold enough to chill my bones it feels like i don't know you anymore i don't understand why you're so	1	2
